,topic,quesiton
9352,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector function r(t) = <2t, t^2, 3t>, find the velocity and acceleration vectors at t = 3."
9353,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Solve for the polar coordinates of the point where the line x + y = 5 intersects with the circle x^2 + y^2 = 10.
9354,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line with the vector equation <3, 4, 5> + t<2, -1, 3>."
9355,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,What are the polar coordinates of the point where the curve r(t) = 3sin(t)i + 2cos(t)j intersects with the line y = 4x?
9356,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line to the curve given by the vector-valued function <2t, 3t^2, 2t^3> at the point (2, 12, 16)."
9357,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the polar equation of a spiral with 5 loops and a radius increasing by 2 with each loop.
9358,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector function v(t) = <2sin(t), 4cos(t), t^2>, what is the speed of the particle at t = 5?"
9359,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = t^2 and y = t^3, find the slope of the tangent line at t = 2."
9360,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the polar equation of the curve represented by the parametric equations x = 3cos(t) and y = 4sin(t).
9361,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,A particle moves along a path described by the parametric equations x = 2t and y = 4t^2. Find the speed of the particle at t = 3.
9362,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve described by the parametric equations x = 2cos(t) and y = 3sin(t).
9363,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"A vector-valued function is given by r(t) = <2t, 3t^2, 4t + 5>. Find the velocity and acceleration of the particle at t = 2."
9364,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,A curve is defined by the parametric equations x = cos(t) and y = sin(t). Find the length of the arc from t = 0 to t = π/2.
9365,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the equation of the tangent line to the polar curve r = 2cos(θ) at θ = π/4.
9366,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"A particle moves along a curve described by the vector-valued function r(t) = <2t, t^2, √t>. Find the unit tangent and normal vectors at t = 3."
9367,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area of the region enclosed by the cardioid described by the polar equation r = 2 - 2cos(θ).
9368,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"If a particle moves along the curve described by the parametric equations x = sin(t) and y = cos(t), find the points where the curvature is zero."
9369,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the parametric curve x = t^2, y = t^3 at the point (4, 8)."
9370,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,What is the length of the arc on the curve r = 2θ + 1 from θ = 0 to θ = π?
9371,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the speed of a particle moving along the vector-valued function r(t) = <t^2, 3t, cos(t)> at t = 2."
9372,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Show that the parametric equations x = 2sin(t), y = 3cos(t) represent a circle and find the radius."
9373,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve r = 4θ and the line θ = π/4.
9374,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <e^t, t^2, sin(t)>, find the velocity and acceleration at t = 3."
9375,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the length of the tangent line from the point (4, 3) to the curve r = 3θ^2 + 2θ."
9376,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the equation of the tangent line to the parametric curve x = 4cos(t), y = 2sin(t) at the point (0, 2)."
9377,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area of the region bounded by the curves r = 2sin(θ) and r = cos(2θ).
9378,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit tangent and unit normal vectors to the curve r = 3cos(θ) at θ = π/3.
9379,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the parametric equation x = 2sin(t), y = 3cos(t)."
9380,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,What is the slope of the polar curve r = 3sin(theta) at theta = pi/6?
9381,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = t^2 and y = 3t, find the equation of the tangent line at t = 2."
9382,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,What is the area between the curves r = 2 + cos(theta) and r = 2 - sin(theta)?
9383,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the second derivative of the vector-valued function r(t) = <cos(t), sin(t), t^2>."
9384,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar function r = 2 + 5sin(theta), find the slope of the tangent line at theta = pi/4."
9385,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve r = 2sin(2theta) and the line theta = pi/4.
9386,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the arc length of the vector-valued function r(t) = <2t, 3sin(t), 4cos(t)> on the interval [0, pi]."
9387,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the curvature of the polar curve r = 4cos(theta)^2 + 3sin(theta)^2 at theta = pi/3.
9388,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = t, y = t^2, and z = t^3, find the equation of the tangent plane at t = 2."
9389,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Given a parametric curve represented by the equations x = cos(t) and y = sin(t), find the derivative of the curve at t = π/4."
9390,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar curve r = 2cosθ + 3sinθ.
9391,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the tangent line to the curve x = t^2 + 1, y = 2t at the point (1, 3)."
9392,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the cardioid r = 3cosθ + 3sinθ.
9393,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"If an object is moving along a path given by the parametric equations x = 2t^2, y = t^3, find the acceleration vector at t = 3."
9394,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the length of the curve given by the parametric equations x = 2cosθ, y = 2sinθ, where θ ∈ [0, π/2]?"
9395,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the vector function r(t) = (t^2, t^3, t^4)."
9396,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"For the polar equation r = 2 + cosθ, find the slope of the tangent line at θ = 3π/4."
9397,Generate me a calculus question on Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the area bounded by the curve x = t^3, y = t^2, and the x-axis, where t ∈ [0, 2]."
